,trade_id,ticker,count,created_time,yes_price,no_price,taker_side
496,64c2f8cc-fed6-4b49-acc6-51d997fe31bc,KXGDPYEAR-25-B3.3,2543,2025-04-22T20:45:00.679587Z,3,97,yes
497,5f470f04-8f61-4525-90eb-7cf6fe39dea9,KXGDPYEAR-25-B3.3,100,2025-04-22T12:32:28.079092Z,3,97,yes
498,0ef90eab-03ef-4b1f-93e9-2e9327da77c9,KXGDPYEAR-25-B3.3,8,2025-04-22T12:32:28.079092Z,3,97,yes
499,631480f6-f937-4b4e-8af4-faeb6b046da3,KXGDPYEAR-25-B3.3,84,2025-04-05T18:31:55.02568Z,3,97,no
500,fb1a3d32-c2fa-4eba-adc3-3324df6a2c16,KXGDPYEAR-25-B3.3,10,2025-04-04T21:21:11.400592Z,4,96,yes
501,5baaedcf-892a-43bc-bafe-2ee29046d660,KXGDPYEAR-25-B3.3,209,2025-04-04T15:41:53.355073Z,3,97,no
502,8254efa3-491f-4da9-abbc-04121d14d727,KXGDPYEAR-25-B3.3,16,2025-04-02T21:16:25.542654Z,4,96,no
503,a9a86532-0e04-4f96-8fbb-414f5c596496,KXGDPYEAR-25-B3.3,1228,2025-04-02T17:33:49.199641Z,4,96,no
504,8d933a80-4820-4c74-bd3e-6206eb2c2fca,KXGDPYEAR-25-B3.3,59,2025-03-22T12:25:06.302636Z,5,95,no
505,4276a862-7ead-4c9d-8a24-d712bc04c286,KXGDPYEAR-25-B3.3,35,2025-03-22T12:25:06.302636Z,4,96,no
506,ece49f30-c712-4e45-bdaf-534b6bd8297c,KXGDPYEAR-25-B3.3,1,2025-03-14T16:33:40.716204Z,5,95,no
507,bd9da7cc-834d-44f2-9cec-cf4bacc469bf,KXGDPYEAR-25-B3.3,1500,2025-03-07T15:12:08.69709Z,5,95,no
508,acf3c693-bb9c-47ad-bb73-31655d213082,KXGDPYEAR-25-B3.3,71,2025-02-22T17:42:54.286203Z,10,90,yes
509,3e0f7a6f-b571-4453-80fe-34026e291ea4,KXGDPYEAR-25-B3.3,23,2025-02-22T17:42:54.286203Z,10,90,yes
510,637c6788-142c-480d-99e7-344e4e880ba6,KXGDPYEAR-25-B3.3,1,2025-02-22T02:24:26.992967Z,10,90,yes
511,e8fa31e3-063a-410d-acd4-53f5653a5877,KXGDPYEAR-25-B3.3,13,2025-02-21T19:46:30.383112Z,9,91,no
512,b630232a-d25a-4484-be9a-3fc74344c09d,KXGDPYEAR-25-B3.3,530,2025-02-21T19:46:30.383112Z,9,91,no
513,981f4215-699d-4fd3-8d71-822053628c8d,KXGDPYEAR-25-B3.3,11,2025-02-21T19:46:30.383112Z,9,91,no
514,56e67f8f-6cce-475c-bbe5-1c8a15767b39,KXGDPYEAR-25-B3.3,6,2025-02-21T19:44:22.593564Z,9,91,no
515,787ee057-abaf-440c-8a36-b024dcfae21e,KXGDPYEAR-25-B3.3,464,2025-02-21T19:44:15.323662Z,9,91,no
516,6dcef988-0e5a-4adb-9cdb-f4f2aafe4726,KXGDPYEAR-25-B3.3,131,2025-02-21T19:44:15.323662Z,9,91,no
517,41378298-2f71-475c-8d0e-81dd36e4e776,KXGDPYEAR-25-B3.3,19,2025-02-21T19:44:15.323662Z,9,91,no
518,0de0bd8e-70ff-41c3-af83-b0f51be2f97b,KXGDPYEAR-25-B3.3,3,2025-02-21T19:44:15.323662Z,9,91,no
519,9cd28897-0764-46c0-a510-39aabbbd6236,KXGDPYEAR-25-B3.3,50,2025-02-21T19:43:42.103727Z,9,91,yes
520,ff4bcbcf-b537-41c0-b4f5-109877f87a96,KXGDPYEAR-25-B3.3,93,2025-02-14T19:45:06.204773Z,8,92,no
521,a05723af-b04d-4e0f-9b30-72fab55fe49a,KXGDPYEAR-25-B3.3,68,2025-02-14T19:43:33.553653Z,8,92,no
522,789a12a9-df70-4275-bb10-f2f3e5bed684,KXGDPYEAR-25-B3.3,287,2025-02-14T19:43:33.553653Z,8,92,no
523,bd510639-404c-45c6-b565-43031111c15f,KXGDPYEAR-25-B3.3,106,2025-02-10T15:17:25.492871Z,8,92,no
524,47813523-9277-4e34-ae78-53b46695dfee,KXGDPYEAR-25-B3.3,2,2025-02-10T15:17:25.492871Z,8,92,no
525,dc37629e-df54-4cce-818e-211c5d22c403,KXGDPYEAR-25-B3.3,10,2025-02-06T00:38:41.383675Z,9,91,yes
526,a7a17d83-1a83-4dd0-bfe0-b7baf0534283,KXGDPYEAR-25-B3.3,28,2025-02-06T00:38:41.383675Z,10,90,yes
527,98ead5a9-8fa9-478b-aed0-3810856b1377,KXGDPYEAR-25-B3.3,10,2025-02-06T00:38:41.383675Z,9,91,yes
528,4f3a9519-7f96-4d11-b6a9-d173270cdd80,KXGDPYEAR-25-B3.3,9,2025-02-04T07:19:57.618365Z,8,92,no
529,b4f6b4a0-41c2-4609-bf57-dda56ac15ba0,KXGDPYEAR-25-B3.3,1023,2025-02-02T21:24:29.54253Z,8,92,no
530,d5c21033-10f4-4815-92b1-456c0af26708,KXGDPYEAR-25-B3.3,147,2025-02-02T21:24:15.364513Z,8,92,no
531,c742cf3a-7b7c-4a33-913a-da6dfa704556,KXGDPYEAR-25-B3.3,868,2025-02-02T21:24:15.364513Z,8,92,no
532,806517e2-456f-434d-b738-89c1f5f3e817,KXGDPYEAR-25-B3.3,74,2025-02-02T21:24:15.364513Z,8,92,no
533,36ae8776-8494-40f3-9465-9b1fa18f8cf7,KXGDPYEAR-25-B3.3,50,2025-02-02T06:23:38.377846Z,8,92,no
534,544831c4-5279-4dc9-9ffe-278b3983b608,KXGDPYEAR-25-B3.3,59,2025-01-31T01:27:48.089504Z,9,91,no
535,26fef743-4fc2-4d5f-8de4-013d299abe88,KXGDPYEAR-25-B3.3,1057,2025-01-31T01:27:48.089504Z,9,91,no
536,bbea756d-ebe0-42c2-be69-92e88844506b,KXGDPYEAR-25-B3.3,1500,2025-01-30T13:34:16.996905Z,8,92,no
537,4df37d4f-2d3d-49e6-bf0e-abe4156199db,KXGDPYEAR-25-B3.3,2,2025-01-20T19:15:15.150375Z,9,91,no
538,210e06bb-77ea-497d-88dc-9340b94d9d0b,KXGDPYEAR-25-B3.3,10,2025-01-20T19:15:00.734155Z,9,91,no
539,ad1dcd79-d719-412d-bf8a-8084fbbcd066,KXGDPYEAR-25-B3.3,32,2025-01-05T20:31:18.65409Z,12,88,yes
540,31f7f312-cdb0-4c63-99d2-fc467459e96a,KXGDPYEAR-25-B3.3,50,2025-01-05T20:31:18.65409Z,11,89,yes
541,538bec1a-1653-4041-b44e-dd3c57b304a9,KXGDPYEAR-25-B3.3,3,2024-12-21T19:59:35.610853Z,10,90,no
542,bcae3315-c07e-4567-b2eb-52b7065d6d8d,KXGDPYEAR-25-B2.8,312,2025-09-01T23:11:01.167375Z,3,97,yes
543,bf92b8d9-ef15-4a46-9975-6d2d6ca59d32,KXGDPYEAR-25-B2.8,10,2025-08-31T21:12:24.34579Z,1,99,no
544,722f6f95-87d5-445b-8d7f-9a7d4a0c472f,KXGDPYEAR-25-B2.8,156,2025-08-30T06:09:48.755814Z,3,97,yes
545,8d6c2ca4-1fbd-4e1d-ae0f-74b534d6662c,KXGDPYEAR-25-B2.8,500,2025-08-27T05:51:09.223767Z,2,98,yes
546,427d91fe-231f-4d07-a43d-9970f9980fed,KXGDPYEAR-25-B2.8,234,2025-08-27T05:51:09.223767Z,3,97,yes
547,32a43832-0e48-4d96-ba52-f0ad25374b7d,KXGDPYEAR-25-B2.8,1024,2025-08-27T05:51:09.223767Z,3,97,yes
548,85c4791e-1bea-4137-9ddd-b7f9cf8a3b73,KXGDPYEAR-25-B2.8,500,2025-08-23T04:51:25.185471Z,1,99,no
549,b72bd04d-9a7a-4fe5-8e5a-0fe230c4719e,KXGDPYEAR-25-B2.8,468,2025-08-13T01:36:27.729318Z,4,96,yes
550,68939d4e-dde1-4c32-a049-d4197fc85260,KXGDPYEAR-25-B2.8,95,2025-08-13T01:35:41.647759Z,4,96,yes
551,476fc49d-7aab-459a-938e-dd9f65b9bbb3,KXGDPYEAR-25-B2.8,22,2025-08-13T01:35:41.647759Z,4,96,yes
552,bb97616a-3cb5-4046-8226-6fa6bc9d0d41,KXGDPYEAR-25-B2.8,10,2025-08-01T14:48:48.43925Z,2,98,no
553,6a88cd34-76ea-7e5f-080a-bf4df551c41c,KXGDPYEAR-25-B2.8,173,2025-07-30T15:43:16.552251Z,2,98,no
554,c14b9b2e-ed29-53f0-487d-497de13a30ba,KXGDPYEAR-25-B2.8,78,2025-07-30T14:35:44.370826Z,6,94,yes
555,66e48d0a-8763-4279-b028-95b7f278ffad,KXGDPYEAR-25-B2.8,134,2025-07-28T16:01:24.959163Z,7,93,yes
556,42bf5f11-0802-4b15-813d-8d49a17b33e8,KXGDPYEAR-25-B2.8,11,2025-07-24T02:59:05.295776Z,7,93,yes
557,c40256c0-bd2b-4ed1-929c-88e9abb0a9b7,KXGDPYEAR-25-B2.8,60,2025-07-24T02:33:15.305421Z,6,94,yes
558,8e153818-7122-4f65-8d86-9d855b9e32c4,KXGDPYEAR-25-B2.8,3668,2025-07-17T12:36:06.841052Z,4,96,no
559,364af8a0-3d93-4844-a6a2-41820690c662,KXGDPYEAR-25-B2.8,250,2025-07-17T12:36:06.841052Z,4,96,no
560,35c0bf62-577a-4c6c-8f1b-d6e07cd21b3a,KXGDPYEAR-25-B2.8,3592,2025-07-16T20:33:05.483575Z,5,95,no
561,2c1d4194-bddd-46be-996c-0441478cb8e5,KXGDPYEAR-25-B2.8,2800,2025-07-16T19:40:11.032921Z,6,94,no
562,362079a0-ad93-49b8-a828-0749c586547c,KXGDPYEAR-25-B2.8,25,2025-07-16T00:29:21.301744Z,5,95,no
563,c58fef74-1c7e-4878-b9a8-5003b06ad09a,KXGDPYEAR-25-B2.8,10,2025-07-14T20:15:22.031617Z,9,91,yes
564,de9104a4-6b39-4af1-b4a8-0083f711cc69,KXGDPYEAR-25-B2.8,208,2025-07-10T00:50:58.239496Z,9,91,yes
565,f7adf10d-5d8e-4f12-82f5-ca23fcaea3f3,KXGDPYEAR-25-B2.8,32,2025-07-05T03:27:50.336876Z,8,92,yes
566,afec995d-fd0c-4697-a740-860329ec9686,KXGDPYEAR-25-B2.8,75,2025-07-05T03:27:50.336876Z,9,91,yes
567,f7bbf4a0-be36-4d6c-b382-3cea3454ba2d,KXGDPYEAR-25-B2.8,18,2025-07-02T23:04:31.681452Z,5,95,no
568,ae8724d1-e16b-40f7-8e58-01c068b204ea,KXGDPYEAR-25-B2.8,1558,2025-07-02T23:04:31.681452Z,5,95,no
569,9af196f5-92ba-4c68-986b-8666c0573f4f,KXGDPYEAR-25-B2.8,6,2025-07-02T23:04:31.681452Z,5,95,no
570,58ff66f1-b5c6-4748-8893-95fb8ba18b28,KXGDPYEAR-25-B2.8,15,2025-07-01T16:59:35.34478Z,5,95,no
571,41a196fe-aba0-4870-ab55-e2218224db32,KXGDPYEAR-25-B2.8,20,2025-06-27T17:30:27.126887Z,6,94,no
572,6dc24cf6-8072-4f66-8164-df81ba832977,KXGDPYEAR-25-B2.8,2575,2025-06-27T13:07:42.281658Z,6,94,no
573,4915a922-ae37-496c-a77a-da3818c4e0f9,KXGDPYEAR-25-B2.8,24,2025-06-27T13:07:42.281658Z,6,94,no
574,47fd0a89-c412-4587-bcfa-346107ec0473,KXGDPYEAR-25-B2.8,20,2025-06-27T13:07:26.017399Z,7,93,no
575,1b0e8bed-1476-4ecc-bd99-d487d43248de,KXGDPYEAR-25-B2.8,32,2025-06-27T13:07:26.017399Z,7,93,no
576,f97e1976-bd83-454e-8953-b92ec4e0c2ae,KXGDPYEAR-25-B2.8,2913,2025-06-27T12:34:17.563834Z,7,93,no
577,efd5d9cf-e478-426f-a7e9-0d4fc78160d2,KXGDPYEAR-25-B2.8,5,2025-06-27T12:34:17.563834Z,7,93,no
578,8e1525cf-f514-44e7-8458-088ebf9a20fe,KXGDPYEAR-25-B2.8,20,2025-06-27T12:34:17.563834Z,8,92,no
579,49ac6012-9c35-46bc-84f8-2c14e79c15ff,KXGDPYEAR-25-B2.8,1943,2025-06-27T12:34:17.563834Z,7,93,no
580,0fcacfa9-7fb5-4a63-9826-518544e240ab,KXGDPYEAR-25-B2.8,682,2025-06-26T12:59:36.734251Z,8,92,no
581,cd2a02c6-a632-45d3-8055-cb4f8de23b69,KXGDPYEAR-25-B2.8,200,2025-06-25T23:15:32.74075Z,10,90,yes
582,89a03b71-442d-45f6-a3ad-fa96bb01cc93,KXGDPYEAR-25-B2.8,150,2025-06-25T23:15:32.74075Z,11,89,yes
583,46ea1f4c-afda-4c34-a308-107183e63384,KXGDPYEAR-25-B2.8,20,2025-06-25T23:15:32.74075Z,10,90,yes
584,1adc4dc6-0246-4e16-9eb5-7606eb2c66b7,KXGDPYEAR-25-B2.8,10,2025-06-21T06:23:30.972332Z,8,92,no
585,92d7f475-c0ed-4057-bbfa-9cf1715a205c,KXGDPYEAR-25-B2.8,20,2025-06-11T21:19:12.25049Z,6,94,no
586,6c67cc9e-06d2-4399-a358-68c7f3dd3019,KXGDPYEAR-25-B2.8,226,2025-06-11T21:19:12.25049Z,5,95,no
587,04cc6867-79a2-4573-bf29-69eda914226d,KXGDPYEAR-25-B2.8,4,2025-06-11T21:19:12.25049Z,6,94,no
588,d7aa8aac-fd02-4ff6-bb73-495cd92214fc,KXGDPYEAR-25-B2.8,530,2025-05-30T19:42:10.262423Z,10,90,yes
589,ac3165e8-883a-4d51-b995-e1a78ea76421,KXGDPYEAR-25-B2.8,163,2025-05-30T19:42:10.262423Z,10,90,yes
590,574ce054-a2bf-4347-851d-9fe1a1c786c1,KXGDPYEAR-25-B2.8,275,2025-05-30T19:42:10.262423Z,9,91,yes
591,c9b78ce7-a35b-457c-8a28-26848ba9547b,KXGDPYEAR-25-B2.8,2611,2025-05-30T19:41:23.232376Z,9,91,yes
592,12ad9827-dfaa-44b1-a909-b4effcc53f98,KXGDPYEAR-25-B2.8,10,2025-05-30T19:14:17.913389Z,9,91,yes
593,53091f3e-00d2-4a1b-86a2-8f4f1288c394,KXGDPYEAR-25-B2.8,104,2025-05-30T02:18:19.031582Z,9,91,yes
594,6e64dbbb-5ce0-4599-bb47-5a73c89a5cf5,KXGDPYEAR-25-B2.8,250,2025-05-27T15:34:13.928423Z,10,90,yes
595,8d4c9fd8-01ce-4b5a-b798-902b2b613c7b,KXGDPYEAR-25-B2.8,28,2025-05-24T23:38:45.682397Z,10,90,yes
596,d7f7c5f7-8d99-4fb3-8d24-69625e60e10c,KXGDPYEAR-25-B2.8,794,2025-05-23T15:37:02.644116Z,9,91,yes
597,d35192da-9d44-45e7-b7c6-b4c2bc849fc1,KXGDPYEAR-25-B2.8,4,2025-05-23T15:37:02.644116Z,9,91,yes
598,2b63b1e2-11df-45db-a17c-e61c5ef3545e,KXGDPYEAR-25-B2.8,3,2025-05-23T15:37:02.644116Z,9,91,yes
599,d064831e-4d3b-4420-8779-b7c2e310d7e7,KXGDPYEAR-25-B2.8,6,2025-05-18T15:47:02.228065Z,9,91,yes
600,2ef2fd9b-6355-4651-8f28-faecf12bc623,KXGDPYEAR-25-B2.8,25,2025-05-18T15:47:02.228065Z,9,91,yes
601,f911b5aa-dd6c-407a-83c3-9b863c4ed863,KXGDPYEAR-25-B2.8,3,2025-05-18T03:20:44.722584Z,9,91,yes
602,683c319b-b1b1-43c3-a709-870cd5d4199d,KXGDPYEAR-25-B2.8,52,2025-05-16T13:56:58.74045Z,9,91,yes
603,f933e63d-c2aa-4c44-93bf-4d4d1198737c,KXGDPYEAR-25-B2.8,28,2025-05-16T02:05:56.21207Z,9,91,yes
604,ed54c8e9-0131-495c-8fdc-c274ad5e46bc,KXGDPYEAR-25-B2.8,213,2025-05-16T02:05:56.21207Z,10,90,yes
605,d0e1afc7-bac1-4541-8a9f-757f959a602f,KXGDPYEAR-25-B2.8,19,2025-05-16T02:05:56.21207Z,8,92,yes
606,a7ce39f4-8e45-40dd-a692-0a7f4f577725,KXGDPYEAR-25-B2.8,18,2025-05-16T02:05:56.21207Z,8,92,yes
607,7406599e-c8b8-41c5-9eea-fa028993cb85,KXGDPYEAR-25-B2.8,89,2025-05-16T02:05:56.21207Z,9,91,yes
608,314bef3a-9553-4906-be09-86eb9f52cbe4,KXGDPYEAR-25-B2.8,39,2025-05-16T02:05:56.21207Z,8,92,yes
609,26b5a638-b793-42c2-b65e-55906e22ac33,KXGDPYEAR-25-B2.8,100,2025-05-16T02:05:56.21207Z,10,90,yes
610,a4840164-fb3b-4ff7-b3ef-9d2293d93aa7,KXGDPYEAR-25-B2.8,3,2025-05-15T14:03:31.917984Z,8,92,yes
611,9c620ae4-17da-4fc5-9eff-06827f4e9ef3,KXGDPYEAR-25-B2.8,185,2025-05-15T14:03:31.917984Z,9,91,yes
612,ca4550a7-d720-439c-921f-3c3961571e86,KXGDPYEAR-25-B2.8,1762,2025-05-15T12:31:51.297458Z,8,92,no
613,37667158-ca8c-4dde-8066-52fd7e05e89e,KXGDPYEAR-25-B2.8,56,2025-05-15T12:31:51.297458Z,8,92,no
614,bb5f352d-ed6a-40f3-81b0-8a91882caf4e,KXGDPYEAR-25-B2.8,208,2025-05-15T03:18:51.942402Z,9,91,yes
615,00fd72db-154b-4a9f-bf8c-bb38ef934975,KXGDPYEAR-25-B2.8,15,2025-05-15T01:06:57.805678Z,9,91,yes
616,1ba9c803-67b7-495e-b1e1-65027b2a8a17,KXGDPYEAR-25-B2.8,20,2025-05-14T22:01:53.812195Z,9,91,yes
617,37bd2139-18ee-4e5f-ae40-38fba5414f07,KXGDPYEAR-25-B2.8,50,2025-05-14T20:58:49.132681Z,9,91,yes
618,3ea67ec3-e46c-46bf-9f99-6cd56f6ef4e3,KXGDPYEAR-25-B2.8,73,2025-05-14T20:56:27.444118Z,9,91,yes
619,7274cfa0-ea53-42a1-b44c-441a847076dd,KXGDPYEAR-25-B2.8,10,2025-05-14T19:11:38.23857Z,8,92,no
620,0faab544-7767-4427-a624-01454511f03d,KXGDPYEAR-25-B2.8,50,2025-05-14T19:11:32.049675Z,8,92,no
621,fad2b7b4-5d14-4225-af97-af5ea3229212,KXGDPYEAR-25-B2.8,1,2025-05-14T19:11:11.647095Z,8,92,no
622,b8ee6075-233f-4a9e-9ed5-8c4c63431f31,KXGDPYEAR-25-B2.8,1,2025-05-14T19:10:20.412624Z,8,92,yes
623,62e5ad59-869c-45d3-868e-aeafc1100d27,KXGDPYEAR-25-B2.8,176,2025-05-14T19:10:20.412624Z,8,92,yes
624,b362bf24-a89a-4335-b990-8f52cb88cd9b,KXGDPYEAR-25-B2.8,11,2025-05-14T15:07:04.317469Z,8,92,yes
625,98fa3738-7277-4c68-a5e8-4629db94a7b4,KXGDPYEAR-25-B2.8,25,2025-05-14T12:40:24.632846Z,8,92,yes
626,ef1790f8-6af9-4b67-9115-fa5bd8752812,KXGDPYEAR-25-B2.8,4,2025-05-14T05:48:56.834207Z,9,91,yes
627,5f3a9203-dcba-4f6d-ae13-14c6662f92fb,KXGDPYEAR-25-B2.8,93,2025-05-14T05:48:56.834207Z,7,93,yes
628,121e88a3-82e6-4cd1-96b9-78a19633a878,KXGDPYEAR-25-B2.8,80,2025-05-14T05:48:56.834207Z,7,93,yes
