date,contract_preamble,expiry_date,mean,median,mode,skewness,kurtosis,variance
2021-07-01,CPI-21JUN,2021-07-12,0.6295918367346939,0.6,0.6,1.0000000000000009,-1.2362118440779626,0.0020835068721366088
2021-07-02,CPI-21JUN,2021-07-12,0.6265306122448979,0.6,0.6,0.9999999999999996,-0.9120519230769224,0.0019491878384006655
2021-07-03,CPI-21JUN,2021-07-12,0.6265306122448979,0.6,0.6,0.9999999999999996,-0.9120519230769224,0.0019491878384006655
2021-07-04,CPI-21JUN,2021-07-12,0.6265306122448979,0.6,0.6,0.9999999999999996,-0.9120519230769224,0.0019491878384006655
2021-07-05,CPI-21JUN,2021-07-12,0.6265306122448979,0.6,0.6,0.9999999999999996,-0.9120519230769224,0.0019491878384006655
2021-07-06,CPI-21JUN,2021-07-12,0.6265306122448979,0.6,0.6,0.9999999999999996,-0.9120519230769224,0.0019491878384006655
2021-07-07,CPI-21JUN,2021-07-12,0.6316326530612244,0.6,0.6,0.9999999999999982,-1.4083402503610938,0.0021626405664306528
2021-07-08,CPI-21JUN,2021-07-12,0.6306122448979592,0.6,0.6,1.0000000000000013,-1.3261429411764734,0.0021241149521032893
2021-07-09,CPI-21JUN,2021-07-12,0.6336734693877552,0.6,0.6,0.999999999999999,-1.552010769230774,0.0022334443981674294
2021-07-10,CPI-21JUN,2021-07-12,0.6336734693877552,0.6,0.6,0.999999999999999,-1.552010769230774,0.0022334443981674294
2021-07-11,CPI-21JUN,2021-07-12,0.6244897959183673,0.6,0.6,0.9999999999999986,-0.6402547297297261,0.0018492294877134518
2021-07-12,CPI-21JUN,2021-07-12,0.6204081632653061,0.6,0.6,0.9999999999999959,0.09359769230768844,0.0016243231986672213
2021-07-13,CPI-21JUL,2021-08-10,0.7479591836734693,0.7,0.7,1.0000000000000029,-2.0133578222778468,0.002495835068721365
2021-07-14,CPI-21JUL,2021-08-10,0.7438775510204081,0.7,0.7,0.9999999999999996,-1.9602237209302324,0.002462515618492294
2021-07-15,CPI-21JUL,2021-08-10,0.7448979591836735,0.7,0.7,0.9999999999999999,-1.9786500000000016,0.002473969179508537
2021-07-16,CPI-21JUL,2021-08-10,0.7387755102040816,0.7,0.7,1.0000000000000007,-1.8118436842105277,0.0023740108288213234
2021-07-17,CPI-21JUL,2021-08-10,0.7408163265306121,0.7,0.7,0.9999999999999987,-1.8830239655172396,0.0024156601416076623
2021-07-18,CPI-21JUL,2021-08-10,0.7428571428571428,0.7,0.7,1.000000000000002,-1.9382249999999994,0.0024489795918367337
2021-07-19,CPI-21JUL,2021-08-10,0.7387755102040816,0.7,0.7,1.0000000000000007,-1.8118436842105277,0.0023740108288213234
2021-07-20,CPI-21JUL,2021-08-10,0.7387755102040816,0.7,0.7,1.0000000000000007,-1.8118436842105277,0.0023740108288213234
2021-07-21,CPI-21JUL,2021-08-10,0.7377551020408163,0.7,0.7,1.0000000000000004,-1.7697725742135582,0.002350062473969178
2021-07-22,CPI-21JUL,2021-08-10,0.7397959183673469,0.7,0.7,1.000000000000001,-1.84952190352021,0.002395876718034151
2021-07-23,CPI-21JUL,2021-08-10,0.7397959183673469,0.7,0.7,1.000000000000001,-1.84952190352021,0.002395876718034151
2021-07-24,CPI-21JUL,2021-08-10,0.7397959183673469,0.7,0.7,1.000000000000001,-1.84952190352021,0.002395876718034151
2021-07-25,CPI-21JUL,2021-08-10,0.7397959183673469,0.7,0.7,1.000000000000001,-1.84952190352021,0.002395876718034151
2021-07-26,CPI-21JUL,2021-08-10,0.7397959183673469,0.7,0.7,1.000000000000001,-1.84952190352021,0.002395876718034151
2021-07-27,CPI-21JUL,2021-08-10,0.7428571428571428,0.7,0.7,1.000000000000002,-1.9382249999999994,0.0024489795918367337
2021-07-28,CPI-21JUL,2021-08-10,0.746938775510204,0.7,0.7,1.0000000000000002,-2.005149331103679,0.0024906289046230726
2021-07-29,CPI-21JUL,2021-08-10,0.7459183673469387,0.7,0.7,1.0000000000000002,-1.9935996226415096,0.0024833402748854635
2021-07-30,CPI-21JUL,2021-08-10,0.7489795918367346,0.7,0.7,1.0000000000000009,-2.0182664999999997,0.0024989587671803404
2021-07-31,CPI-21JUL,2021-08-10,0.75,0.7499999999999999,0.7,0.9999999999999989,-2.0199,0.0024999999999999988
2021-08-01,CPI-21JUL,2021-08-10,0.75,0.7499999999999999,0.7,0.9999999999999989,-2.0199,0.0024999999999999988
2021-08-02,CPI-21JUL,2021-08-10,0.7520408163265305,0.7999999999999999,0.7999999999999999,-1.0000000000000007,-2.0133578222778477,0.002495835068721365
2021-08-03,CPI-21JUL,2021-08-10,0.7581632653061224,0.7999999999999999,0.7999999999999999,-0.9999999999999989,-1.9125377406931952,0.0024333610995418563
2021-08-04,CPI-21JUL,2021-08-10,0.7479591836734693,0.7,0.7,1.0000000000000029,-2.0133578222778468,0.002495835068721365
2021-08-05,CPI-21JUL,2021-08-10,0.7479591836734693,0.7,0.7,1.0000000000000029,-2.0133578222778468,0.002495835068721365
2021-08-06,CPI-21JUL,2021-08-10,0.7540816326530612,0.7999999999999999,0.7999999999999999,-1.0000000000000002,-1.9935996226415096,0.0024833402748854635
2021-08-07,CPI-21JUL,2021-08-10,0.7561224489795918,0.7999999999999999,0.7999999999999999,-0.9999999999999996,-1.9602237209302324,0.002462515618492294
2021-08-08,CPI-21JUL,2021-08-10,0.7561224489795918,0.7999999999999999,0.7999999999999999,-0.9999999999999996,-1.9602237209302324,0.002462515618492294
2021-08-09,CPI-21JUL,2021-08-10,0.7489795918367346,0.7,0.7,1.0000000000000009,-2.0182664999999997,0.0024989587671803404
2021-08-10,CPI-21JUL,2021-08-10,0.7387755102040816,0.7,0.7,1.0000000000000007,-1.8118436842105277,0.0023740108288213234
2021-08-14,CPI-21AUG,2021-09-13,0.43673469387755104,0.4,0.4,1,-1.7230596774193552,0.0023240316534777167
2021-08-15,CPI-21AUG,2021-09-13,0.43673469387755104,0.4,0.4,1,-1.7230596774193552,0.0023240316534777167
2021-08-16,CPI-21AUG,2021-09-13,0.43775510204081636,0.4,0.4,1.0000000000000004,-1.769772574213556,0.002350062473969178
2021-08-17,CPI-21AUG,2021-09-13,0.4418367346938775,0.4,0.4,0.9999999999999989,-1.9125377406931952,0.0024333610995418563
2021-08-18,CPI-21AUG,2021-09-13,0.4408163265306123,0.4,0.4,1,-1.8830239655172414,0.0024156601416076623
2021-08-19,CPI-21AUG,2021-09-13,0.4408163265306123,0.4,0.4,1,-1.8830239655172414,0.0024156601416076623
2021-08-20,CPI-21AUG,2021-09-13,0.44285714285714295,0.4,0.4,1.0000000000000007,-1.9382250000000005,0.0024489795918367337
2021-08-21,CPI-21AUG,2021-09-13,0.44285714285714295,0.4,0.4,1.0000000000000007,-1.9382250000000005,0.0024489795918367337
2021-08-22,CPI-21AUG,2021-09-13,0.44285714285714295,0.4,0.4,1.0000000000000007,-1.9382250000000005,0.0024489795918367337
2021-08-23,CPI-21AUG,2021-09-13,0.44285714285714295,0.4,0.4,1.0000000000000007,-1.9382250000000005,0.0024489795918367337
2021-08-24,CPI-21AUG,2021-09-13,0.44285714285714295,0.4,0.4,1.0000000000000007,-1.9382250000000005,0.0024489795918367337
2021-08-25,CPI-21AUG,2021-09-13,0.4408163265306123,0.4,0.4,1,-1.8830239655172414,0.0024156601416076623
2021-08-26,CPI-21AUG,2021-09-13,0.4408163265306123,0.4,0.4,1,-1.8830239655172414,0.0024156601416076623
2021-08-27,CPI-21AUG,2021-09-13,0.4408163265306123,0.4,0.4,1,-1.8830239655172414,0.0024156601416076623
2021-08-28,CPI-21AUG,2021-09-13,0.44285714285714295,0.4,0.4,1.0000000000000007,-1.9382250000000005,0.0024489795918367337
2021-08-29,CPI-21AUG,2021-09-13,0.44285714285714295,0.4,0.4,1.0000000000000007,-1.9382250000000005,0.0024489795918367337
2021-08-30,CPI-21AUG,2021-09-13,0.44285714285714295,0.4,0.4,1.0000000000000007,-1.9382250000000005,0.0024489795918367337
2021-08-31,CPI-21AUG,2021-09-13,0.44387755102040816,0.4,0.4,0.9999999999999996,-1.960223720930231,0.0024625156184922936
2021-09-01,CPI-21AUG,2021-09-13,0.44387755102040816,0.4,0.4,0.9999999999999996,-1.960223720930231,0.0024625156184922936
2021-09-02,CPI-21AUG,2021-09-13,0.4448979591836735,0.4,0.4,0.9999999999999999,-1.9786499999999998,0.002473969179508537
2021-09-03,CPI-21AUG,2021-09-13,0.4448979591836735,0.4,0.4,0.9999999999999999,-1.9786499999999998,0.002473969179508537
2021-09-04,CPI-21AUG,2021-09-13,0.4448979591836735,0.4,0.4,0.9999999999999999,-1.9786499999999998,0.002473969179508537
2021-09-05,CPI-21AUG,2021-09-13,0.4448979591836735,0.4,0.4,0.9999999999999999,-1.9786499999999998,0.002473969179508537
