contract_preamble,date,expiry_date,strike,yes_price,daily_volume,adjusted_yes_price,probability,swapped
FED-21DEC,2021-11-16,2021-12-04,0,0,0,6,94.89795918367346,FALSE
FED-21DEC,2021-11-17,2021-12-04,0,0,0,6,94.89795918367346,FALSE
FED-21DEC,2021-11-18,2021-12-04,0,0,0,3,97.95918367346938,FALSE
FED-21DEC,2021-11-19,2021-12-04,0,0,0,3,97.95918367346938,FALSE
FED-21DEC,2021-11-20,2021-12-04,0,0,0,3,97.95918367346938,FALSE
FED-21DEC,2021-11-21,2021-12-04,0,0,0,3,97.95918367346938,FALSE
FED-21DEC,2021-11-22,2021-12-04,0,0,0,3,97.95918367346938,FALSE
FED-21DEC,2021-11-23,2021-12-04,0,0,0,2,98.9795918367347,FALSE
FED-21DEC,2021-11-24,2021-12-04,0,0,0,2,98.9795918367347,FALSE
FED-21DEC,2021-11-25,2021-12-04,0,0,0,2,98.9795918367347,FALSE
FED-21DEC,2021-11-26,2021-12-04,0,0,0,2,98.9795918367347,FALSE
FED-21DEC,2021-11-27,2021-12-04,0,0,0,2,98.9795918367347,FALSE
FED-21DEC,2021-11-28,2021-12-04,0,0,0,2,98.9795918367347,FALSE
FED-21DEC,2021-11-29,2021-12-04,0,0,0,2,98.9795918367347,FALSE
FED-21DEC,2021-11-30,2021-12-04,0,0,0,2,98.9795918367347,FALSE
FED-21DEC,2021-12-01,2021-12-04,0,0,0,2,98.9795918367347,FALSE
FED-21DEC,2021-12-02,2021-12-04,0,0,0,2,98.9795918367347,FALSE
FED-21DEC,2021-12-03,2021-12-04,0,0,0,2,98.9795918367347,FALSE
FED-21DEC,2021-12-04,2021-12-04,0,0,0,3,97.95918367346938,FALSE
FED-21JUL,2021-07-02,2021-07-26,0,0,0,7,93.87755102040816,FALSE
FED-21JUL,2021-07-03,2021-07-26,0,0,0,7,93.87755102040816,FALSE
FED-21JUL,2021-07-04,2021-07-26,0,0,0,7,93.87755102040816,FALSE
FED-21JUL,2021-07-05,2021-07-26,0,0,0,2,98.9795918367347,FALSE
FED-21JUL,2021-07-06,2021-07-26,0,0,0,2,98.9795918367347,FALSE
FED-21JUL,2021-07-07,2021-07-26,0,0,0,4,96.93877551020408,FALSE
FED-21JUL,2021-07-08,2021-07-26,0,0,0,4,96.93877551020408,FALSE
FED-21JUL,2021-07-09,2021-07-26,0,0,0,4,96.93877551020408,FALSE
FED-21JUL,2021-07-10,2021-07-26,0,0,0,6,94.89795918367346,FALSE
FED-21JUL,2021-07-11,2021-07-26,0,0,0,6,94.89795918367346,FALSE
FED-21JUL,2021-07-12,2021-07-26,0,0,0,6,94.89795918367346,FALSE
FED-21JUL,2021-07-13,2021-07-26,0,0,0,6,94.89795918367346,FALSE
FED-21JUL,2021-07-14,2021-07-26,0,0,0,2,98.9795918367347,FALSE
FED-21JUL,2021-07-15,2021-07-26,0,0,0,2,98.9795918367347,FALSE
FED-21JUL,2021-07-16,2021-07-26,0,0,0,2,98.9795918367347,FALSE
FED-21JUL,2021-07-17,2021-07-26,0,0,0,2,98.9795918367347,FALSE
FED-21JUL,2021-07-18,2021-07-26,0,0,0,2,98.9795918367347,FALSE
FED-21JUL,2021-07-19,2021-07-26,0,0,0,1,100,FALSE
FED-21JUL,2021-07-20,2021-07-26,0,0,0,3,97.95918367346938,FALSE
FED-21JUL,2021-07-21,2021-07-26,0,0,0,2,98.9795918367347,FALSE
FED-21JUL,2021-07-22,2021-07-26,0,0,0,2,98.9795918367347,FALSE
FED-21JUL,2021-07-23,2021-07-26,0,0,0,1,100,FALSE
FED-21JUL,2021-07-24,2021-07-26,0,0,0,1,100,FALSE
FED-21JUL,2021-07-25,2021-07-26,0,0,0,1,100,FALSE
FED-21JUL,2021-07-26,2021-07-26,0,0,0,1,100,FALSE
FED-21SEP,2021-07-30,2021-09-13,0,0,0,3,97.95918367346938,FALSE
FED-21SEP,2021-07-31,2021-09-13,0,0,0,3,97.95918367346938,FALSE
FED-21SEP,2021-08-01,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-02,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-03,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-04,2021-09-13,0,0,0,4,96.93877551020408,FALSE
FED-21SEP,2021-08-05,2021-09-13,0,0,0,4,96.93877551020408,FALSE
FED-21SEP,2021-08-06,2021-09-13,0,0,0,3,97.95918367346938,FALSE
FED-21SEP,2021-08-07,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-08,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-09,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-10,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-11,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-12,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-13,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-14,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-15,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-16,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-17,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-18,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-19,2021-09-13,0,0,0,1,100,FALSE
FED-21SEP,2021-08-20,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-21,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-22,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-23,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-24,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-25,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-26,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-27,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-28,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-29,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-30,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-08-31,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-09-01,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-09-02,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-09-03,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-09-04,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-09-05,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-09-06,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-09-07,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-09-08,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-09-09,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-09-10,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-09-11,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-09-12,2021-09-13,0,0,0,2,98.9795918367347,FALSE
FED-21SEP,2021-09-13,2021-09-13,0,0,0,1,100,FALSE
FED-22DEC,2022-06-17,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-06-18,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-06-19,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-06-20,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-06-21,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-06-22,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-06-23,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-06-24,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-06-25,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-06-26,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-06-27,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-06-28,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-06-29,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-06-30,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-01,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-02,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-07-03,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-07-04,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-07-05,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-07-06,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-07-07,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-07-08,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-07-09,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-07-10,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-07-11,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-07-12,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-07-13,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-07-14,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-15,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-16,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-17,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-18,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-19,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-20,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-21,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-22,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-23,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-24,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-25,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-26,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-07-27,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-07-28,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-07-29,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-07-30,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-07-31,2022-12-14,0,0,0,97,0,FALSE
FED-22DEC,2022-08-01,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-02,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-03,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-04,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-05,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-06,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-07,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-08,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-09,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-10,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-11,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-12,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-13,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-14,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-15,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-16,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-17,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-18,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-19,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-20,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-21,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-22,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-23,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-24,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-25,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-26,2022-12-14,0,0,0,98,0,FALSE
FED-22DEC,2022-08-27,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-08-28,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-08-29,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-08-30,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-08-31,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-01,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-02,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-03,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-04,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-05,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-06,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-07,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-08,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-09,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-10,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-11,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-12,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-13,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-14,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-15,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-16,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-17,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-18,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-19,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-20,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-21,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-22,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-23,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-24,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-25,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-26,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-27,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-28,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-29,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-09-30,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-01,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-02,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-03,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-04,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-05,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-06,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-07,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-08,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-09,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-10,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-11,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-12,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-13,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-14,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-15,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-16,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-17,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-18,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-19,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-20,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-21,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-22,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-23,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-24,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-25,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-26,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-27,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-28,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-29,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-30,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-10-31,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-01,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-02,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-03,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-04,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-05,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-06,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-07,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-08,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-09,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-10,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-11,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-12,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-13,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-14,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-15,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-16,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-17,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-18,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-19,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-20,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-21,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-22,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-23,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-24,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-25,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-26,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-27,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-28,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-29,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-11-30,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-12-01,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-12-02,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-12-03,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-12-04,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-12-05,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-12-06,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-12-07,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-12-08,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-12-09,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-12-10,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-12-11,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-12-12,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-12-13,2022-12-14,0,0,0,99,0,FALSE
FED-22DEC,2022-12-14,2022-12-14,0,0,0,99,0,FALSE
FED-22JAN,2021-12-27,2022-01-26,0,0,0,21,79.59183673469387,FALSE
FED-22JAN,2021-12-28,2022-01-26,0,0,0,4,96.93877551020408,FALSE
FED-22JAN,2021-12-29,2022-01-26,0,0,0,3,97.95918367346938,FALSE
FED-22JAN,2021-12-30,2022-01-26,0,0,0,6,94.89795918367346,FALSE
FED-22JAN,2021-12-31,2022-01-26,0,0,0,5,95.91836734693878,FALSE
FED-22JAN,2022-01-01,2022-01-26,0,0,0,3,97.95918367346938,FALSE
FED-22JAN,2022-01-02,2022-01-26,0,0,0,3,97.95918367346938,FALSE
FED-22JAN,2022-01-03,2022-01-26,0,0,0,3,97.95918367346938,FALSE
FED-22JAN,2022-01-04,2022-01-26,0,0,0,4,96.93877551020408,FALSE
FED-22JAN,2022-01-05,2022-01-26,0,0,0,3,97.95918367346938,FALSE
FED-22JAN,2022-01-06,2022-01-26,0,0,0,4,96.93877551020408,FALSE
FED-22JAN,2022-01-07,2022-01-26,0,0,0,4,96.93877551020408,FALSE
FED-22JAN,2022-01-08,2022-01-26,0,0,0,4,96.93877551020408,FALSE
FED-22JAN,2022-01-09,2022-01-26,0,0,0,2,98.9795918367347,FALSE
FED-22JAN,2022-01-10,2022-01-26,0,0,0,2,98.9795918367347,FALSE
FED-22JAN,2022-01-11,2022-01-26,0,0,0,2,98.9795918367347,FALSE
FED-22JAN,2022-01-12,2022-01-26,0,0,0,2,98.9795918367347,FALSE
FED-22JAN,2022-01-13,2022-01-26,0,0,0,2,98.9795918367347,FALSE
FED-22JAN,2022-01-14,2022-01-26,0,0,0,2,98.9795918367347,FALSE
FED-22JAN,2022-01-15,2022-01-26,0,0,0,2,98.9795918367347,FALSE
FED-22JAN,2022-01-16,2022-01-26,0,0,0,2,98.9795918367347,FALSE
FED-22JAN,2022-01-17,2022-01-26,0,0,0,1,100,FALSE
FED-22JAN,2022-01-18,2022-01-26,0,0,0,1,100,FALSE
FED-22JAN,2022-01-19,2022-01-26,0,0,0,3,97.95918367346938,FALSE
FED-22JAN,2022-01-20,2022-01-26,0,0,0,3,97.95918367346938,FALSE
FED-22JAN,2022-01-21,2022-01-26,0,0,0,3,97.95918367346938,FALSE
FED-22JAN,2022-01-22,2022-01-26,0,0,0,3,97.95918367346938,FALSE
FED-22JAN,2022-01-23,2022-01-26,0,0,0,3,97.95918367346938,FALSE
FED-22JAN,2022-01-24,2022-01-26,0,0,0,6,94.89795918367346,FALSE
FED-22JAN,2022-01-25,2022-01-26,0,0,0,4,96.93877551020408,FALSE
FED-22JAN,2022-01-26,2022-01-26,0,0,0,3,97.95918367346938,FALSE
FED-22JUL,2022-01-28,2022-07-27,0,0,0,95,4.081632653061225,FALSE
FED-22JUL,2022-01-29,2022-07-27,0,0,0,95,4.081632653061225,FALSE
FED-22JUL,2022-01-30,2022-07-27,0,0,0,95,4.081632653061225,FALSE
FED-22JUL,2022-01-31,2022-07-27,0,0,0,95,4.081632653061225,FALSE
FED-22JUL,2022-02-01,2022-07-27,0,0,0,95,4.081632653061225,FALSE
FED-22JUL,2022-02-02,2022-07-27,0,0,0,95,4.081632653061225,FALSE
FED-22JUL,2022-02-03,2022-07-27,0,0,0,97,2.0408163265306123,FALSE
FED-22JUL,2022-02-04,2022-07-27,0,0,0,97,2.0408163265306123,FALSE
FED-22JUL,2022-02-05,2022-07-27,0,0,0,97,2.0408163265306123,FALSE
FED-22JUL,2022-02-06,2022-07-27,0,0,0,97,2.0408163265306123,FALSE
FED-22JUL,2022-02-07,2022-07-27,0,0,0,94,5.1020408163265305,FALSE
FED-22JUL,2022-02-08,2022-07-27,0,0,0,94,5.1020408163265305,FALSE
FED-22JUL,2022-02-09,2022-07-27,0,0,0,94,5.1020408163265305,FALSE
FED-22JUL,2022-02-10,2022-07-27,0,0,0,95,4.081632653061225,FALSE
FED-22JUL,2022-02-11,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-12,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-13,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-14,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-15,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-16,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-17,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-18,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-19,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-20,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-21,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-22,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-23,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-24,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-25,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-26,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-27,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-02-28,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-01,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-02,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-03,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-04,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-05,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-06,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-07,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-08,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-09,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-10,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-11,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-12,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-13,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-14,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-15,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-16,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-17,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-18,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-19,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-20,2022-07-27,0,0,0,95,0,FALSE
FED-22JUL,2022-03-21,2022-07-27,0,0,0,96,0,FALSE
FED-22JUL,2022-03-22,2022-07-27,0,0,0,96,0,FALSE
