date,contract_preamble,expiry_date,mean,median,mode,variance,skewness,kurtosis
2025-05-07,FED-25SEP,2025-09-18,3.772979797979797,3.864197530864198,4,0.31579911192323196,-0.5260386190754835,0.020300445398250044
2025-05-08,FED-25DEC,2025-10-11,3.590151515151515,3.625,4,0.44520097670924125,-0.2940083604273112,-0.42120534427720413
2025-05-08,FED-25JUL,2025-07-31,4.019444444444445,4.10387323943662,4.25,0.2150425410105545,-0.7652975691533935,2.355265004449495
2025-05-08,FED-25JUN,2025-06-19,4.193181818181818,4.211748633879782,4.25,0.040420852232147,-0.789473684210524,15.909981967638842
2025-05-08,FED-25MAY,2025-05-08,3.95,3.95,2.65,1.7070707070707072,1.0000000000000002,-2.0199
2025-05-08,FED-25OCT,2025-10-11,3.623737373737374,3.6323529411764706,3.75,0.4117867275963389,-0.24752475247524755,-0.22548885556084652
2025-05-08,FED-25SEP,2025-09-18,3.7830808080808085,3.8779761904761902,4,0.2999225625296945,-0.5273173726212379,0.23621600792145436
2025-05-09,FED-25DEC,2025-10-11,3.5888888888888886,3.625,4,0.44383509619199857,-0.29702048417132276,-0.40732649017091527
2025-05-09,FED-25JUL,2025-07-31,4.021969696969697,4.105172413793103,4.25,0.19835696264759625,-0.7969991173874654,2.4135901693616075
2025-05-09,FED-25JUN,2025-06-19,4.203282828282828,4.212765957446808,4.25,0.04147722763807858,-0.6727272727272791,18.31030120279841
2025-05-09,FED-25OCT,2025-10-11,3.6250000000000004,3.6340579710144927,3.75,0.41115064789307226,-0.2456575682382134,-0.21966643505054373
2025-05-09,FED-25SEP,2025-09-18,3.780555555555556,3.8765060240963853,4,0.3013602636919136,-0.5302013422818772,0.20384304777436357
2025-05-10,FED-25DEC,2025-10-11,3.5856060606060605,3.620192307692308,4,0.4400901809648366,-0.3040635217188249,-0.37311717304920844
2025-05-10,FED-25JUL,2025-07-31,4.025757575757576,4.103448275862069,4.25,0.19084091604752768,-0.7942754919499118,2.5470404995702687
2025-05-10,FED-25JUN,2025-06-19,4.19570707070707,4.207446808510638,4.25,0.031776609581170345,-0.8113207547169907,14.55494552902978
2025-05-10,FED-25OCT,2025-10-11,3.623737373737374,3.6340579710144927,3.75,0.40987365750145066,-0.24875621890547184,-0.20412995233788367
2025-05-10,FED-25SEP,2025-09-18,3.7780303030303033,3.875,4,0.3040604622904899,-0.5330503335354743,0.18281173585110055
2025-05-11,FED-25DEC,2025-10-11,3.588636363636364,3.625,4,0.44065366706551284,-0.29873772791023884,-0.3881983564250251
2025-05-11,FED-25JUL,2025-07-31,4.032070707070708,4.111301369863014,4.25,0.19334175599480163,-0.7895699908508698,2.693506077173433
2025-05-11,FED-25JUN,2025-06-19,4.202020202020202,4.208994708994709,4.25,0.03593608774202591,-0.7037037037037106,15.42195535416096
2025-05-11,FED-25OCT,2025-10-11,3.6250000000000004,3.6340579710144927,3.75,0.41115064789307226,-0.2456575682382134,-0.21966643505054373
2025-05-11,FED-25SEP,2025-09-18,3.790656565656566,3.8810975609756095,4,0.3178513143886576,-0.493746277546158,0.09451996588817346
2025-05-12,FED-25DEC,2025-10-11,3.5737373737373734,3.622549019607843,4,0.4169902782544351,-0.3311195445920301,-0.5028843461446533
2025-05-12,FED-25JUL,2025-07-31,4.035858585858586,4.118243243243243,4.25,0.18192227344354678,-0.8169556840077108,2.9831911045203556
2025-05-12,FED-25JUN,2025-06-19,4.204545454545454,4.210106382978723,4.25,0.031072896086670194,-0.6923076923076984,15.426388990448867
2025-05-12,FED-25OCT,2025-10-11,3.6186868686868685,3.6576923076923076,4.25,0.37922588810253327,-0.2666666666666689,-0.4453585502208237
2025-05-12,FED-25SEP,2025-09-18,3.7792929292929296,3.8871951219512195,4,0.3062192684935263,-0.531630170316301,0.0732689979561556
2025-05-13,FED-25DEC,2025-10-11,3.63510101010101,3.694915254237288,3.75,0.41385342301702877,-0.22693266832917827,-0.45262821436363865
2025-05-13,FED-25JUL,2025-07-31,4.063636363636364,4.141666666666667,4.25,0.17020294775115716,-0.7952586206896597,3.5900594112449147
2025-05-13,FED-25JUN,2025-06-19,4.222222222222222,4.225130890052356,4.25,0.015162851863188564,-0.6874999999999977,15.520628421696227
2025-05-13,FED-25OCT,2025-10-11,3.738888888888888,3.794642857142857,4.25,0.35861420036504205,-0.023479188900748862,-0.3110457727663425
